Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id,grid_cell
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.928271320000000,-123.467714599999994,,NA,NA,"84375740",154
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927470509999999,-123.468451599999995,,NA,NA,"84485657",154
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927752769999998,-123.463974600000000,,NA,NA,"84582509",172
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.929336669999998,-123.472480000000004,,NA,NA,"84593018",154
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.927721669999997,-123.468383299999999,,NA,NA,"84634945",154
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.003669449999997,-123.567946699999993,,NA,NA,"85685570",20
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.874313330000000,-123.319683299999994,,NA,NA,"86360316",358
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.929388330000002,-123.450530000000001,,NA,NA,"87486379",190
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.977222220000002,-123.554283299999994,,NA,NA,"89513173",41
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.977063330000000,-123.554156699999993,,NA,NA,"89513178",41
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.948911109999997,-123.482305600000004,,NA,NA,"91588660",134
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994635000000002,-123.562889999999996,,NA,NA,"94679733",21
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994533750000002,-123.562800400000000,,NA,NA,"94679739",21
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.994198130000001,-123.556165899999996,,NA,NA,"94679770",39
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.987098330000002,-123.548389999999998,,NA,NA,"100641827",58
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.871963000000001,-123.346727999999999,,NA,NA,"109463259",322
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.878729999999997,-123.341163300000005,,NA,NA,"109597040",340
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.950513299999997,-123.492620299999999,,NA,NA,"117325528",134
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876242859999998,-123.371536800000001,,NA,NA,"118608396",286
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.869336670000003,-123.343429999999998,,NA,NA,"120702208",323
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.888264999999997,-123.336333300000007,,NA,NA,"121538490",339
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862846670000003,-123.350463300000001,,NA,NA,"121538575",323
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.915799499999999,-123.420329899999999,,NA,NA,"121638302",228
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.945045000000000,-123.479370000000003,,NA,NA,"121964069",152
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862983010000001,-123.350601100000006,,NA,NA,"122258255",323
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.862843779999999,-123.351224599999995,,NA,NA,"122258268",323
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.985105460000000,-123.555801900000006,,NA,NA,"126719234",40
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876800000000003,-123.367766700000004,,NA,NA,"129586011",304
Achlys triphylla,Achlys,triphylla,,,,native,S5,,48.876465000000003,-123.367603299999999,,NA,NA,"129778455",304
Achlys triphylla,Achlys,triphylla,,,,native,S5,,49.011474999999997,-123.574341700000005,,NA,NA,"137666046",19
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.930368000000001,-123.476265999999995,,NA,NA,"2617636",154
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.926808000000001,-123.466395000000006,,NA,NA,"2621629",154
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867718000000004,-123.340086999999997,,NA,NA,"3041225",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.916249999999998,-123.424959000000001,,NA,NA,"3094376",209
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.916870000000003,-123.423242999999999,,NA,NA,"3098531",227
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.915923999999997,-123.425291999999999,,NA,NA,"3340625",210
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867594439999998,-123.339866700000002,,NA,NA,"6161011",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867255520000001,-123.338141399999998,,NA,NA,"6217224",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867227290000002,-123.338077100000007,,NA,NA,"6217925",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866634460000000,-123.375670900000003,,NA,NA,"6411591",287
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866956060000000,-123.341274999999996,,NA,NA,"16310362",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866956060000000,-123.341274999999996,,NA,NA,"16310364",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.956750000000000,-123.528846700000003,,NA,NA,"22182742",79
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.901359509999999,-123.406313400000002,,NA,NA,"24715271",247
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.867060889999998,-123.375812600000003,,NA,NA,"25479102",287
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866766110000000,-123.340338099999997,,NA,NA,"43252998",341
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.869444600000001,-123.378508600000004,,NA,NA,"46839110",287
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.886768330000002,-123.373284999999996,,NA,NA,"53022053",285
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.870646669999999,-123.380661700000005,,NA,NA,"79421991",287
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,49.000294449999998,-123.561638299999998,,NA,NA,"84599515",38
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866231669999998,-123.374673299999998,,NA,NA,"114122135",287
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.863365000000002,-123.363006700000000,,NA,NA,"116636233",305
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.866109999999999,-123.369058300000006,,NA,NA,"120470349",305
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.939900000000002,-123.502786099999994,,NA,NA,"120768674",117
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.871500859999998,-123.386089600000005,,NA,NA,"120973095",268
Acmispon parviflorus,Acmispon,parviflorus,,,,native,S4S5,,48.869999929999999,-123.379999999999995,,NA,NA,"121008246",287
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.985449000000003,-123.559939000000000,,NA,NA,"3296016",40
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.932492000000003,-123.483323999999996,,NA,NA,"3319316",136
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.932492000000003,-123.483323999999996,,NA,NA,"3319770",136
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.951200000000000,-123.516368999999997,,NA,NA,"3555274",98
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.951200000000000,-123.516368999999997,,NA,NA,"3555889",98
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.003481000000001,-123.575036999999995,,NA,NA,"3890880",20
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.011795350000000,-123.574218799999997,,NA,NA,"6309409",19
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.984174000000003,-123.568038999999999,,NA,NA,"11039747",22
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.874896000000000,-123.341813000000002,,NA,NA,"12631213",340
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.867816189999999,-123.339099200000007,,NA,NA,"12817022",341
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.009577120000003,-123.577590499999999,,NA,NA,"24497720",1
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896503330000002,-123.402983300000002,,NA,NA,"24639778",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963702779999998,-123.515372200000002,,NA,NA,"24666666",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963947220000001,-123.515502799999993,,NA,NA,"24666713",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963733329999997,-123.515572199999994,,NA,NA,"24666714",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.962486110000000,-123.519883300000004,,NA,NA,"24674148",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900894440000002,-123.406738899999993,,NA,NA,"24676887",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896766669999998,-123.408019400000001,,NA,NA,"24677392",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.897072219999998,-123.408333299999995,,NA,NA,"24677406",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.897358330000003,-123.408363899999998,,NA,NA,"24677433",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896911109999998,-123.407738899999998,,NA,NA,"24677493",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900344500000003,-123.405464199999997,,NA,NA,"24690102",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900413659999998,-123.404190900000003,,NA,NA,"24709119",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900940960000000,-123.406769499999996,,NA,NA,"24714974",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.900298030000002,-123.406501599999999,,NA,NA,"24715302",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.901094139999998,-123.404596400000003,,NA,NA,"24939389",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963873550000002,-123.515309500000001,,NA,NA,"24941225",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.896283730000000,-123.409444300000004,,NA,NA,"24942645",248
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899272840000002,-123.403710700000005,,NA,NA,"25478213",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899679700000000,-123.404450100000005,,NA,NA,"25478431",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.979265450000000,-123.557090200000005,,NA,NA,"25479213",40
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.978843210000001,-123.555755099999999,,NA,NA,"25479497",40
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.963519439999999,-123.515122199999993,,NA,NA,"25595374",96
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.950634399999998,-123.515606199999993,,NA,NA,"26161299",98
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.899156380000001,-123.404079199999998,,NA,NA,"27756366",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.901174779999998,-123.405422700000003,,NA,NA,"32128792",247
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.006153359999999,-123.576806500000004,,NA,NA,"54417424",1
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.929000150000000,-123.469149299999998,,NA,NA,"54691697",154
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.865198010000000,-123.352695199999999,,NA,NA,"83596920",323
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.927952529999999,-123.468111899999997,,NA,NA,"84486648",154
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.927893619999999,-123.467645500000003,,NA,NA,"84749801",154
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.927558329999997,-123.468824999999995,,NA,NA,"84753897",154
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.874823329999998,-123.320089999999993,,NA,NA,"86360397",358
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.868304999999999,-123.342536699999997,,NA,NA,"86657460",341
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.978958329999998,-123.556741700000003,,NA,NA,"89513163",40
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.977351669999997,-123.554383299999998,,NA,NA,"89513168",41
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.946741670000002,-123.479553300000006,,NA,NA,"118577700",152
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.862843779999999,-123.351224599999995,,NA,NA,"122258267",323
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.011736669999998,-123.574854999999999,,NA,NA,"123934543",19
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,48.950944980000003,-123.515997700000000,,NA,NA,"126717129",98
Adenocaulon bicolor,Adenocaulon,bicolor,,,,native,S5,,49.010258329999999,-123.578216699999999,,NA,NA,"137665284",1
Agrostis exarata,Agrostis,exarata,,,,native,S5,,48.894395000000003,-123.336708999999999,,NA,NA,"6677554",338
Agrostis exarata,Agrostis,exarata,,,,native,S5,,48.897365000000001,-123.405595000000005,,NA,NA,"56194851",248
Agrostis pallens,Agrostis,pallens,,,,native,S4,,48.909750000000003,-123.372855000000001,,NA,NA,"121538541",282
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.871021669999998,-123.381820000000005,,NA,NA,"3318703",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.915923999999997,-123.425291999999999,,NA,NA,"3340578",210
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867322999999999,-123.337926999999993,,NA,NA,"3345493",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867548999999997,-123.338527999999997,,NA,NA,"3351090",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867548999999997,-123.338527999999997,,NA,NA,"3351162",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.956932999999999,-123.529767000000007,,NA,NA,"3681766",79
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.956538999999999,-123.528608000000006,,NA,NA,"3682188",79
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866747380000000,-123.375649499999994,,NA,NA,"6409655",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.868800149999998,-123.378610600000002,,NA,NA,"6410300",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867523710000000,-123.339750800000004,,NA,NA,"6434830",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.861976689999999,-123.326160700000003,,NA,NA,"6446962",360
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.863599999999998,-123.363032000000004,,NA,NA,"6646946",305
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.868237000000001,-123.377365999999995,,NA,NA,"6665069",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.875377999999998,-123.384533000000005,,NA,NA,"6817703",268
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866925999999999,-123.341881000000001,,NA,NA,"12635287",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867189000000003,-123.337681000000003,,NA,NA,"12635605",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.863229509999996,-123.327863899999997,,NA,NA,"13184640",359
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867791670000003,-123.339355600000005,,NA,NA,"13973460",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867718000000004,-123.340205999999995,,NA,NA,"13980352",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.875168330000001,-123.384218300000001,,NA,NA,"14197962",268
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.952547830000000,-123.520034899999999,,NA,NA,"26372062",97
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867175000000003,-123.336929999999995,,NA,NA,"26455444",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867267409999997,-123.378136999999995,,NA,NA,"26468342",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.871661670000002,-123.310699999999997,,NA,NA,"26683841",376
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.870501400000002,-123.381992499999996,,NA,NA,"47483107",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.864465369999998,-123.330762500000006,,NA,NA,"51434364",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866689399999998,-123.335315600000001,,NA,NA,"51951387",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.954504999999997,-123.524308300000001,,NA,NA,"53806888",79
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867676830000001,-123.340121499999995,,NA,NA,"81526320",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.871625000000002,-123.310638299999994,,NA,NA,"82924221",376
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.864911669999998,-123.366804999999999,,NA,NA,"85291219",305
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.863530560000001,-123.363538899999995,,NA,NA,"120470382",305
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.868338330000000,-123.376853299999993,,NA,NA,"120922005",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.868366670000000,-123.376855599999999,,NA,NA,"121011891",287
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867578330000001,-123.339079999999996,,NA,NA,"121932832",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.867241669999999,-123.337936700000000,,NA,NA,"123870494",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.863459949999999,-123.367239200000000,,NA,NA,"124607816",305
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.863878499999998,-123.363827200000003,,NA,NA,"126118829",305
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866913330000003,-123.336250000000007,,NA,NA,"126388718",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866908330000001,-123.336394999999996,,NA,NA,"126666875",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.868331670000003,-123.338538299999996,,NA,NA,"127181972",341
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.952255340000001,-123.518980600000006,,NA,NA,"127456386",97
Allium acuminatum,Allium,acuminatum,,,,native,S5,,48.866936670000001,-123.376975000000002,,NA,NA,"130111232",287
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.897433329999998,-123.338691699999998,,NA,NA,"6249542",338
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.897271629999999,-123.338726199999996,,NA,NA,"6447929",338
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.897541670000003,-123.338530000000006,,NA,NA,"26057588",338
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.897392760000002,-123.338793400000000,,NA,NA,"26288907",338
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.909615000000002,-123.371939999999995,,NA,NA,"111053106",282
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.909509999999997,-123.371206700000002,,NA,NA,"114482009",282
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.909626670000002,-123.371953300000001,,NA,NA,"119369501",282
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.897358330000003,-123.338668299999995,,NA,NA,"120494798",338
Allium amplectens,Allium,amplectens,,,,native,S3 (2019),,48.909615000000002,-123.371939999999995,,NA,NA,"121538559",282
Allium cernuum,Allium,cernuum,,,,native,S5,,48.869188330000000,-123.381150000000005,,NA,NA,"3318682",287
Allium cernuum,Allium,cernuum,,,,native,S5,,48.900891049999998,-123.341475900000006,,NA,NA,"6420474",337
Allium cernuum,Allium,cernuum,,,,native,S5,,48.870460000000001,-123.381614999999996,,NA,NA,"6665234",287
Allium cernuum,Allium,cernuum,,,,native,S5,,48.874552000000001,-123.383330999999998,,NA,NA,"6817548",286
Allium cernuum,Allium,cernuum,,,,native,S5,,48.875413000000002,-123.384748000000002,,NA,NA,"7280844",268
Allium cernuum,Allium,cernuum,,,,native,S5,,48.957161999999997,-123.530113000000000,,NA,NA,"12374053",79
Allium cernuum,Allium,cernuum,,,,native,S5,,48.903991670000003,-123.344311700000006,,NA,NA,"13971906",319
Allium cernuum,Allium,cernuum,,,,native,S5,,48.910331079999999,-123.375646700000004,,NA,NA,"13987694",282
Allium cernuum,Allium,cernuum,,,,native,S5,,48.917034330000000,-123.395857399999997,,NA,NA,"14197957",263
Allium cernuum,Allium,cernuum,,,,native,S5,,48.875136670000003,-123.384245000000007,,NA,NA,"14197959",268
Allium cernuum,Allium,cernuum,,,,native,S5,,48.894947219999999,-123.404433299999994,,NA,NA,"25656199",248
Allium cernuum,Allium,cernuum,,,,native,S5,,48.897224999999999,-123.338525000000004,,NA,NA,"26117649",338
Allium cernuum,Allium,cernuum,,,,native,S5,,48.897392760000002,-123.338793400000000,,NA,NA,"26288905",338
Allium cernuum,Allium,cernuum,,,,native,S5,,48.896348369999998,-123.337990700000006,,NA,NA,"27812560",338
Allium cernuum,Allium,cernuum,,,,native,S5,,48.913525000000000,-123.387253299999998,,NA,NA,"31276294",264
Allium cernuum,Allium,cernuum,,,,native,S5,,48.926663890000000,-123.466700299999999,,NA,NA,"45037378",154
Allium cernuum,Allium,cernuum,,,,native,S5,,49.007583330000003,-123.567413299999998,,NA,NA,"53807064",19
Allium cernuum,Allium,cernuum,,,,native,S5,,48.928295140000003,-123.467956500000000,,NA,NA,"83990028",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.884853329999999,-123.322083300000003,,NA,NA,"84119270",357
Allium cernuum,Allium,cernuum,,,,native,S5,,48.928588249999997,-123.468371899999994,,NA,NA,"84147248",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.926916669999997,-123.466286699999998,,NA,NA,"84312859",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.928501439999998,-123.468266799999995,,NA,NA,"84347595",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.927670069999998,-123.467838200000003,,NA,NA,"84376106",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.929229950000000,-123.468035799999996,,NA,NA,"84491300",154
Allium cernuum,Allium,cernuum,,,,native,S5,,48.909689999999998,-123.372228300000003,,NA,NA,"119369504",282
Allium cernuum,Allium,cernuum,,,,native,S5,,48.897610000000000,-123.338576700000004,,NA,NA,"120494795",338
Allium cernuum,Allium,cernuum,,,,native,S5,,48.909603330000003,-123.372344999999996,,NA,NA,"121538556",282
Allium cernuum,Allium,cernuum,,,,native,S5,,48.909658329999999,-123.372180000000000,,NA,NA,"121538564",282
Allium cernuum,Allium,cernuum,,,,native,S5,,48.926991670000000,-123.466161099999994,,NA,NA,"122869213",154
Allium cernuum,Allium,cernuum,,,,native,S5,,49.002405140000000,-123.562865200000005,,NA,NA,"126741855",20
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929915000000001,-123.475641999999993,,NA,NA,"2561774",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929853000000001,-123.475857000000005,,NA,NA,"2564998",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929830000000003,-123.474140000000006,,NA,NA,"2565236",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.930197000000000,-123.476113999999995,,NA,NA,"2566212",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.933242000000000,-123.481263999999996,,NA,NA,"2566265",136
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929830000000003,-123.475684999999999,,NA,NA,"2566430",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929830000000003,-123.475513000000007,,NA,NA,"2575126",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.931071000000003,-123.473968999999997,,NA,NA,"2580284",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.930000000000000,-123.475857000000005,,NA,NA,"2580626",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.941231000000002,-123.474569000000002,,NA,NA,"2584048",153
Alnus rubra,Alnus,rubra,,,,native,S5,,48.934341000000003,-123.484010999999995,,NA,NA,"2589109",135
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929954000000002,-123.475599000000003,,NA,NA,"2590647",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.930236000000001,-123.475770999999995,,NA,NA,"2599910",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.930086000000003,-123.475882999999996,,NA,NA,"2609288",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929378999999997,-123.474913000000001,,NA,NA,"2647979",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.928590000000000,-123.468990000000005,,NA,NA,"2648057",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929209999999998,-123.475256000000002,,NA,NA,"2663673",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.875075000000002,-123.319623000000007,,NA,NA,"2710450",358
Alnus rubra,Alnus,rubra,,,,native,S5,,48.872121999999997,-123.339257000000003,,NA,NA,"2731923",340
Alnus rubra,Alnus,rubra,,,,native,S5,,48.929808000000001,-123.475577999999999,,NA,NA,"2738436",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.915973999999999,-123.424808999999996,,NA,NA,"3296835",228
Alnus rubra,Alnus,rubra,,,,native,S5,,48.899388000000002,-123.403716000000003,,NA,NA,"3657126",247
Alnus rubra,Alnus,rubra,,,,native,S5,,48.985295999999998,-123.557446999999996,,NA,NA,"3681020",40
Alnus rubra,Alnus,rubra,,,,native,S5,,48.930033000000002,-123.475427999999994,,NA,NA,"3734782",154
Alnus rubra,Alnus,rubra,,,,native,S5,,48.963664000000001,-123.549627999999998,,NA,NA,"4030108",42
Alnus rubra,Alnus,rubra,,,,native,S5,,48.964004709999998,-123.549660399999993,,NA,NA,"4030116",42
Alnus rubra,Alnus,rubra,,,,native,S5,,48.878160999999999,-123.350021999999996,,NA,NA,"5393731",322
Alnus rubra,Alnus,rubra,,,,native,S5,,48.885499799999998,-123.374156200000002,,NA,NA,"5466008",285
Alnus rubra,Alnus,rubra,,,,native,S5,,48.904618040000003,-123.358869600000006,,NA,NA,"5646982",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.900019780000001,-123.361401599999994,,NA,NA,"5646997",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.905563020000002,-123.356026400000005,,NA,NA,"5899724",319
Alnus rubra,Alnus,rubra,,,,native,S5,,48.902361270000000,-123.362238399999995,,NA,NA,"5935156",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.900723999999997,-123.362584999999996,,NA,NA,"5935183",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.901345700000000,-123.364856200000006,,NA,NA,"5953022",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.896718919999998,-123.358692500000004,,NA,NA,"5993215",302
Alnus rubra,Alnus,rubra,,,,native,S5,,48.901261069999997,-123.364362700000001,,NA,NA,"6020010",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.901261069999997,-123.364362700000001,,NA,NA,"6020012",301
Alnus rubra,Alnus,rubra,,,,native,S5,,48.976160890000003,-123.548855799999998,,NA,NA,"6085931",41
