"","Taxon","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","latitude","longitude","geoprivacy","private_latitude","private_longitude","id"
"2140","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.8818704151,-123.3247006406,"",NA,NA,3445649
"2141","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.8818811859,-123.3248583042,"",NA,NA,3445679
"2142","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9399230739,-123.5033655123,"",NA,NA,13198935
"2143","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9398364699,-123.5041036944,"",NA,NA,16307020
"2144","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.933138745,-123.4793616739,"",NA,NA,27584424
"2145","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9397779094,-123.504309361,"",NA,NA,30217321
"2146","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9599460977,-123.5088483879,"",NA,NA,67857857
"2147","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9001616667,-123.445,"",NA,NA,124889526
"2148","Centaurea cyanus","Centaurea","cyanus","","","","exotic","unlisted","",48.9986513646,-123.5880050654,"",NA,NA,125702618
"2149","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.928731,-123.469656,"",NA,NA,2561859
"2150","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.930761,-123.475428,"",NA,NA,2564068
"2151","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9313716667,-123.4740966667,"",NA,NA,3563958
"2152","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.985296,-123.557447,"",NA,NA,3680993
"2153","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.930157,-123.475535,"",NA,NA,3719881
"2154","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9095466667,-123.3927916667,"",NA,NA,7729776
"2155","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.8841151885,-123.3425739984,"",NA,NA,14033377
"2156","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.8992666667,-123.361755,"",NA,NA,14220759
"2157","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.908975,-123.3858633333,"",NA,NA,31421057
"2158","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9438941343,-123.5074552391,"",NA,NA,51434518
"2159","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9416707934,-123.5107089641,"",NA,NA,51791117
"2160","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.92829513,-123.46795654,"",NA,NA,84344864
"2161","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9278325486,-123.4678307463,"",NA,NA,84376230
"2162","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9305995547,-123.4696284968,"",NA,NA,84388550
"2163","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9282916667,-123.46795,"",NA,NA,84464687
"2164","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9281171148,-123.4677618742,"",NA,NA,84499567
"2165","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9281139197,-123.4679377266,"",NA,NA,84598442
"2166","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.90705,-123.3890216667,"",NA,NA,127237092
"2167","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.9785833333,-123.5671783333,"",NA,NA,129729817
"2168","Centaurium erythraea","Centaurium","erythraea","","","","exotic","unlisted","",48.8713866667,-123.3207033333,"",NA,NA,130442921
"2169","Centranthus ruber","Centranthus","ruber","","","","exotic","unlisted","",48.9240276162,-123.4609334731,"",NA,NA,24543874
"2170","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.879228,-123.31961,"",NA,NA,2610623
"2171","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.928789,-123.469314,"",NA,NA,2621726
"2172","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.928789,-123.469314,"",NA,NA,2621728
"2173","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.867549,-123.339915,"",NA,NA,3040958
"2174","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.916645,-123.424273,"",NA,NA,3094007
"2175","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.932486,-123.483839,"",NA,NA,3318516
"2176","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.932486,-123.483839,"",NA,NA,3318743
"2177","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9067195522,-123.3583974838,"",NA,NA,5885860
"2178","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.8962534026,-123.3593952656,"",NA,NA,5993213
"2179","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9045616172,-123.4134578705,"",NA,NA,6047529
"2180","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.916417,-123.39374,"",NA,NA,10943980
"2181","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.983707,-123.568045,"",NA,NA,11579620
"2182","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.876389,-123.326132,"",NA,NA,12256535
"2183","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.869676,-123.32002,"",NA,NA,13030634
"2184","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.8841918679,-123.3410929227,"",NA,NA,16307472
"2185","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9124638062,-123.387128103,"",NA,NA,24653156
"2186","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9628305556,-123.5178527778,"",NA,NA,24663906
"2187","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.963025,-123.516725,"",NA,NA,24665083
"2188","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9631305556,-123.5158083333,"",NA,NA,24665259
"2189","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9622111111,-123.5183722222,"",NA,NA,24683977
"2190","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9634777778,-123.5195305556,"",NA,NA,24694125
"2191","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9635775425,-123.5146215745,"",NA,NA,24941397
"2192","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.89953251,-123.4074544163,"",NA,NA,25200246
"2193","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9791337261,-123.5574116093,"",NA,NA,25480180
"2194","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9791256795,-123.5574401916,"",NA,NA,25480283
"2195","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.90105,-123.4065694444,"",NA,NA,25542476
"2196","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9141388889,-123.3869888889,"",NA,NA,42681999
"2197","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.909025,-123.3680333333,"",NA,NA,44950136
"2198","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.95230833,-123.5335,"",NA,NA,111107913
"2199","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.8617983333,-123.3669183333,"",NA,NA,111867235
"2200","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9012533333,-123.4469,"",NA,NA,117624923
"2201","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.865535,-123.3678033333,"",NA,NA,120470365
"2202","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.8973533333,-123.338605,"",NA,NA,120494803
"2203","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",48.9048283333,-123.3681516667,"",NA,NA,120891327
"2204","Cerastium glomeratum","Cerastium","glomeratum","","","","exotic","unlisted","",49.0140116667,-123.573865,"",NA,NA,123934615
"2205","Cerastium pumilum","Cerastium","pumilum","","","","exotic","unlisted","",48.9139543015,-123.3875370026,"",NA,NA,5885311
"2206","Cerastium tomentosum","Cerastium","tomentosum","","","","exotic","unlisted","",48.9008005423,-123.3418760137,"",NA,NA,26288932
"2207","Cerastium tomentosum","Cerastium","tomentosum","","","","exotic","unlisted","",48.8778850329,-123.3164829118,"",NA,NA,26372176
"2208","Cerastium tomentosum","Cerastium","tomentosum","","","","exotic","unlisted","",48.90023833,-123.34200333,"",NA,NA,79062665
"2226","Chenopodium album","Chenopodium","album","","","","exotic","unlisted","",48.864929,-123.350823,"",NA,NA,3786976
"2227","Cichorium intybus","Cichorium","intybus","","","","exotic","unlisted","",48.972852,-123.557447,"",NA,NA,3681048
"2228","Cichorium intybus","Cichorium","intybus","","","","exotic","unlisted","",48.9069714375,-123.3643050492,"",NA,NA,3784913
"2259","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.933326,-123.483238,"",NA,NA,2561799
"2260","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.928703,-123.468132,"",NA,NA,2563918
"2261","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.930761,-123.475428,"",NA,NA,2564070
"2262","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.928632,-123.468926,"",NA,NA,2564130
"2263","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.930124,-123.475857,"",NA,NA,2599920
"2264","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.929278,-123.468089,"",NA,NA,3641699
"2265","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9280593876,-123.4677429194,"",NA,NA,6387123
"2266","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.8703527778,-123.3189305556,"",NA,NA,13981025
"2267","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9798533125,-123.5577804131,"",NA,NA,25482674
"2268","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9635916667,-123.5151583333,"",NA,NA,25595833
"2269","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9833576256,-123.5560676931,"",NA,NA,31255487
"2270","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9301078373,-123.4671378243,"",NA,NA,52601003
"2271","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9302681817,-123.4673193788,"",NA,NA,52922806
"2272","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9287130967,-123.4689547388,"",NA,NA,54689421
"2273","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.928802685,-123.468967625,"",NA,NA,54691782
"2274","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.928260668,-123.4694419536,"",NA,NA,84107417
"2275","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9279833333,-123.4674383333,"",NA,NA,84182503
"2276","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9282964033,-123.4679578573,"",NA,NA,84185600
"2277","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9282420061,-123.4679015866,"",NA,NA,84307356
"2278","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.92818,-123.46743,"",NA,NA,84308250
"2279","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.874345,-123.3194983333,"",NA,NA,86360345
"2280","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9904943894,-123.5512353655,"",NA,NA,100641857
"2281","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.990094464,-123.5667417905,"",NA,NA,119680224
"2282","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.9900383333,-123.5665783333,"",NA,NA,119680233
"2283","Cirsium arvense","Cirsium","arvense","","","","exotic","unlisted","",48.8623116667,-123.3239383333,"",NA,NA,127180963
"2293","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.930124,-123.475857,"",NA,NA,2599922
"2294","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.930975,-123.469741,"",NA,NA,2599950
"2295","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.930259,-123.467488,"",NA,NA,2599967
"2296","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.870731,-123.329612,"",NA,NA,2790756
"2297","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.916645,-123.424273,"",NA,NA,3094191
"2298","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.934065,-123.471801,"",NA,NA,3105954
"2299","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.89695,-123.406677,"",NA,NA,3310760
"2300","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8987643499,-123.407766222,"",NA,NA,3700977
"2301","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9062259152,-123.3606719971,"",NA,NA,5885599
"2302","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.876257,-123.381475,"",NA,NA,7328915
"2303","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.869927,-123.335449,"",NA,NA,12792592
"2304","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9630194444,-123.51625,"",NA,NA,24665180
"2305","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9643472222,-123.5162277778,"",NA,NA,24666598
"2306","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9641638889,-123.5159611111,"",NA,NA,24666702
"2307","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9634805556,-123.5146333333,"",NA,NA,24666712
"2308","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9643472222,-123.5162277778,"",NA,NA,24666758
"2309","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8995944444,-123.4068361111,"",NA,NA,24683965
"2310","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9639472222,-123.5147166667,"",NA,NA,24690282
"2311","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9010662726,-123.4060813767,"",NA,NA,24715316
"2312","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.899748805,-123.407078907,"",NA,NA,24939896
"2313","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9648609795,-123.5167090875,"",NA,NA,24941733
"2314","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8991673943,-123.4074993433,"",NA,NA,25200291
"2315","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8987473352,-123.4070027155,"",NA,NA,25476497
"2316","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9793933137,-123.5576787406,"",NA,NA,25479988
"2317","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8999638889,-123.406625,"",NA,NA,25542478
"2318","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9634861111,-123.5148388889,"",NA,NA,25561096
"2319","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8703166238,-123.384877884,"",NA,NA,27470974
"2320","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8925059473,-123.389607648,"",NA,NA,29759536
"2321","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",49.01105,-123.578445,"",NA,NA,31010270
"2322","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9970366667,-123.56492,"",NA,NA,31535907
"2323","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8999716667,-123.40612,"",NA,NA,32128804
"2324","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8660366667,-123.35055,"",NA,NA,48304582
"2325","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8974647871,-123.4032858866,"",NA,NA,49173254
"2326","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9302067103,-123.4671352559,"",NA,NA,52921855
"2327","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9432607072,-123.5075822845,"",NA,NA,52950141
"2328","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8661319181,-123.3529788364,"",NA,NA,53215324
"2329","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9285468098,-123.4690892242,"",NA,NA,54689695
"2330","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9289008375,-123.4689946765,"",NA,NA,54691597
"2331","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.959852,-123.509135,"",NA,NA,55326221
"2332","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.900095,-123.4066516667,"",NA,NA,85701683
"2333","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8743866667,-123.3196766667,"",NA,NA,86360369
"2334","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9846066667,-123.5570983333,"",NA,NA,89513125
"2335","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9792068281,-123.5575613276,"",NA,NA,89513401
"2336","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",49.0003083333,-123.5606222222,"",NA,NA,94679679
"2337","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",49.0002733333,-123.5607633333,"",NA,NA,94679683
"2338","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9031533307,-123.4033139214,"",NA,NA,95900455
"2339","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8886008333,-123.3500819444,"",NA,NA,97226877
"2340","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8785050032,-123.320045,"",NA,NA,102691909
"2341","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.86763,-123.33917,"",NA,NA,110820825
"2342","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8662716667,-123.3749616667,"",NA,NA,114122124
"2343","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.9573974943,-123.5289219395,"",NA,NA,116029600
"2344","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.904625,-123.3680066667,"",NA,NA,120891314
"2345","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.91608187,-123.42024265,"",NA,NA,121638290
"2346","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",49.01196,-123.573645,"",NA,NA,124067903
"2347","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.8799216667,-123.3199466667,"",NA,NA,127183991
"2348","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.878055,-123.3679583333,"",NA,NA,129712374
"2349","Cirsium vulgare","Cirsium","vulgare","","","","exotic","unlisted","",48.87803,-123.36703,"",NA,NA,129778429
"2563","Clematis vitalba","Clematis","vitalba","","","","exotic","unlisted","",48.9287116667,-123.469025,"",NA,NA,28650048
"2564","Clematis vitalba","Clematis","vitalba","","","","exotic","unlisted","",48.9995816667,-123.5611283333,"",NA,NA,94679675
"2565","Clematis vitalba","Clematis","vitalba","","","","exotic","unlisted","",48.9088875148,-123.3761764565,"",NA,NA,128735849
"2826","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.8876611111,-123.37825,"",NA,NA,27254709
"2827","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.8659920376,-123.3503953147,"",NA,NA,43531304
"2828","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.8657195139,-123.3500190933,"",NA,NA,43531328
"2829","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.8660055556,-123.3504472222,"",NA,NA,48408563
"2830","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.8659909444,-123.3505105556,"",NA,NA,130272356
"2831","Conium maculatum","Conium","maculatum","","","","exotic","unlisted","",48.86605,-123.3505166667,"",NA,NA,135586495
"2832","Convolvulus arvensis","Convolvulus","arvensis","","","","exotic","unlisted","",48.8711,-123.3194366667,"",NA,NA,3816774
"2833","Convolvulus arvensis","Convolvulus","arvensis","","","","exotic","unlisted","",48.871105,-123.3193133333,"",NA,NA,130442404
"2834","Convolvulus arvensis","Convolvulus","arvensis","","","","exotic","unlisted","",48.871262,-123.320078,"",NA,NA,132188665
"2851","Cotoneaster franchetii","Cotoneaster","franchetii","","","","exotic","unlisted","",48.910105,-123.3743583333,"",NA,NA,121538520
"2852","Cotoneaster franchetii","Cotoneaster","franchetii","","","","exotic","unlisted","",48.9097033333,-123.374875,"",NA,NA,121538567
"2853","Cotoneaster horizontalis","Cotoneaster","horizontalis","","","","exotic","unlisted","",48.901475,-123.377612,"",NA,NA,13130562
"2854","Cotoneaster horizontalis","Cotoneaster","horizontalis","","","","exotic","unlisted","",48.8992313698,-123.3954001719,"",NA,NA,97390114
"2855","Cotoneaster simonsii","Cotoneaster","simonsii","","","","exotic","unlisted","",48.9096233333,-123.37492,"",NA,NA,121538499
"2867","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.930916,-123.476307,"",NA,NA,2561817
"2868","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.93155,-123.478003,"",NA,NA,2564076
"2869","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.928632,-123.468926,"",NA,NA,2564134
"2870","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.879219,-123.319612,"",NA,NA,2610650
"2871","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.946079,-123.480749,"",NA,NA,3404397
"2872","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.8869833333,-123.3536138889,"",NA,NA,3889108
"2873","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.942569,-123.498975,"",NA,NA,3903116
"2874","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.996027909,-123.5668373108,"",NA,NA,3948561
"2875","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9923753114,-123.5750985146,"",NA,NA,4005343
"2876","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.897868,-123.356811,"",NA,NA,13130712
"2877","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.890549,-123.375609,"",NA,NA,13133433
"2878","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9578595253,-123.531814594,"",NA,NA,14222186
"2879","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9836587438,-123.5680152828,"",NA,NA,14503129
"2880","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.8688576814,-123.3485905218,"",NA,NA,35113785
"2881","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.8840990923,-123.3700219659,"",NA,NA,53020587
"2882","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.928556062,-123.4689955382,"",NA,NA,54675099
"2883","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.8929333333,-123.3553466667,"",NA,NA,84307581
"2884","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9282482345,-123.4679080296,"",NA,NA,84310726
"2885","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9276416667,-123.4695133333,"",NA,NA,84635393
"2886","Crepis capillaris","Crepis","capillaris","","","","exotic","unlisted","",48.9001666667,-123.4448083333,"",NA,NA,122122104
"2898","Crocus vernus","Crocus","vernus","","","","exotic","unlisted","",48.9969883333,-123.5675883333,"",NA,NA,21351316
"2899","Cymbalaria muralis","Cymbalaria","muralis","","","","exotic","unlisted","",48.974441087,-123.562593767,"",NA,NA,22631582
"2900","Cymbalaria muralis","Cymbalaria","muralis","","","","exotic","unlisted","",48.8851383333,-123.3316416667,"",NA,NA,76003981
"2901","Cymbalaria muralis","Cymbalaria","muralis","","","","exotic","unlisted","",48.9875033333,-123.5758833333,"",NA,NA,83903155
"2902","Cynosurus cristatus","Cynosurus","cristatus","","","","exotic","unlisted","",48.878088,-123.350362,"",NA,NA,6531949
"2903","Cynosurus cristatus","Cynosurus","cristatus","","","","exotic","unlisted","",48.9271969493,-123.4685589003,"",NA,NA,53336913
"2904","Cynosurus cristatus","Cynosurus","cristatus","","","","exotic","unlisted","",48.8709966667,-123.3211966667,"",NA,NA,121538459
"2905","Cynosurus cristatus","Cynosurus","cristatus","","","","exotic","unlisted","",49.0112383333,-123.57373,"",NA,NA,124067888
"2906","Cynosurus cristatus","Cynosurus","cristatus","","","","exotic","unlisted","",48.909725,-123.4163277778,"",NA,NA,125189730
"2907","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.868808,-123.347025,"",NA,NA,2561516
"2908","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",49.000166,-123.5891,"",NA,NA,2588511
"2909","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.930368,-123.476266,"",NA,NA,2617629
"2910","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.926842,-123.469505,"",NA,NA,2621468
"2911","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.952295,-123.53287,"",NA,NA,3340996
"2912","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.952295,-123.53287,"",NA,NA,3341000
"2913","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.9390494269,-123.500519692,"",NA,NA,6571116
"2914","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.867425,-123.376336,"",NA,NA,6665062
"2915","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.875251,-123.385756,"",NA,NA,6818022
"2916","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.8679762639,-123.3872848749,"",NA,NA,9044047
"2917","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.866926,-123.341881,"",NA,NA,12635149
"2918","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.963624,-123.549929,"",NA,NA,12840439
"2919","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.8715694444,-123.3104166667,"",NA,NA,24697682
"2920","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.893685,-123.4039883333,"",NA,NA,24873176
"2921","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.8937233333,-123.4042516667,"",NA,NA,24873200
"2922","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.8726820052,-123.3120884747,"",NA,NA,25148339
"2923","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.93828333,-123.49973333,"",NA,NA,49134109
"2924","Cynosurus echinatus","Cynosurus","echinatus","","","","exotic","unlisted","",48.8975305794,-123.4033186589,"",NA,NA,49173330
