"","Taxon","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","latitude","longitude","geoprivacy","private_latitude","private_longitude","id"
"10141","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8993160273,-123.4067546949,"",NA,NA,24624372
"10142","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9010689129,-123.350965921,"",NA,NA,24652670
"10143","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9124638062,-123.387128103,"",NA,NA,24653155
"10144","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9624583333,-123.517875,"",NA,NA,24663835
"10145","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9623805556,-123.5177472222,"",NA,NA,24663853
"10146","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9625638889,-123.5179583333,"",NA,NA,24663862
"10147","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9631361111,-123.5157916667,"",NA,NA,24665175
"10148","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9630777778,-123.5162722222,"",NA,NA,24665264
"10149","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9643972222,-123.5171277778,"",NA,NA,24673986
"10150","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9628222222,-123.5197916667,"",NA,NA,24674141
"10151","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9625666667,-123.519875,"",NA,NA,24674173
"10152","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8968583333,-123.4078,"",NA,NA,24677345
"10153","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8957527778,-123.4069666667,"",NA,NA,24677368
"10154","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8958944444,-123.4070277778,"",NA,NA,24677374
"10155","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8968194444,-123.4079138889,"",NA,NA,24677375
"10156","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8964694444,-123.4078305556,"",NA,NA,24677466
"10157","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8967388889,-123.4079138889,"",NA,NA,24677481
"10158","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8952166667,-123.4082861111,"",NA,NA,24677487
"10159","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8969166667,-123.4080416667,"",NA,NA,24677503
"10160","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8971416667,-123.408425,"",NA,NA,24677520
"10161","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8957222222,-123.4069972222,"",NA,NA,24677564
"10162","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8971472222,-123.4084083333,"",NA,NA,24677595
"10163","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8949611111,-123.4065166667,"",NA,NA,24677600
"10164","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9006527778,-123.4039694444,"",NA,NA,24683940
"10165","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9624166667,-123.5178611111,"",NA,NA,24684028
"10166","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8978833333,-123.4016033333,"",NA,NA,24687775
"10167","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.90079915,-123.40387311,"",NA,NA,24690048
"10168","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9624416667,-123.51735,"",NA,NA,24698465
"10169","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8978133333,-123.4016233333,"",NA,NA,24699761
"10170","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8660722222,-123.331725,"",NA,NA,24702381
"10171","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9012899856,-123.4041328357,"",NA,NA,24709096
"10172","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9624666667,-123.5179666667,"",NA,NA,24709613
"10173","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9644634678,-123.5169591197,"",NA,NA,24710321
"10174","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9010671946,-123.4066317325,"",NA,NA,24715370
"10175","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9012858365,-123.4037214519,"",NA,NA,24715794
"10176","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9547203774,-123.5239782841,"",NA,NA,24772182
"10177","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.963225,-123.5164066667,"",NA,NA,24870164
"10178","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8905859637,-123.4067457403,"",NA,NA,24870726
"10179","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9623932215,-123.5178717413,"",NA,NA,24919793
"10180","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9623509767,-123.5177618546,"",NA,NA,24940405
"10181","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9626987838,-123.5176787899,"",NA,NA,24940425
"10182","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8962174254,-123.4096397461,"",NA,NA,24942629
"10183","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8995314204,-123.404065529,"",NA,NA,25478399
"10184","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.899816908,-123.4057367967,"",NA,NA,25478686
"10185","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.978733155,-123.5562669766,"",NA,NA,25479678
"10186","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9793541702,-123.5576028005,"",NA,NA,25480002
"10187","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.979131924,-123.5573951808,"",NA,NA,25480186
"10188","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.979105521,-123.5574994517,"",NA,NA,25480417
"10189","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9793072315,-123.5573887267,"",NA,NA,25480474
"10190","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9005777778,-123.4060055556,"",NA,NA,25560952
"10191","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9009388889,-123.4038777778,"",NA,NA,25560953
"10192","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9631722222,-123.5166166667,"",NA,NA,25595841
"10193","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9624444444,-123.5177472222,"",NA,NA,25595843
"10194","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8652416667,-123.332025,"",NA,NA,25658070
"10195","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8660916667,-123.3316111111,"",NA,NA,25658072
"10196","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8711161575,-123.3468527686,"",NA,NA,42363919
"10197","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8694716667,-123.3425166667,"",NA,NA,43252967
"10198","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.879294,-123.336333,"",NA,NA,43748960
"10199","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9994341859,-123.5742656078,"",NA,NA,44275659
"10200","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9581151483,-123.5093138895,"",NA,NA,44569691
"10201","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.948308673,-123.5032021713,"",NA,NA,44576081
"10202","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.94334167,-123.48719667,"",NA,NA,45848889
"10203","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9000358582,-123.3424301147,"",NA,NA,51325439
"10204","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9285536875,-123.4689882213,"",NA,NA,54675260
"10205","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.87690333,-123.35900833,"",NA,NA,56581128
"10206","Achlys triphylla","Achlys","triphylla","","","","native","S5","",49.00641848,-123.56701304,"",NA,NA,57063733
"10207","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9769193482,-123.5509579396,"",NA,NA,59926624
"10208","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8714722222,-123.3462138889,"",NA,NA,73880781
"10209","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9001883333,-123.342445,"",NA,NA,75131392
"10210","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8873366667,-123.3354633333,"",NA,NA,76002629
"10211","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8872483333,-123.3623966667,"",NA,NA,83097991
"10212","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8651980132,-123.3526951859,"",NA,NA,83596915
"10213","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8684151001,-123.3439110861,"",NA,NA,83597094
"10214","Achlys triphylla","Achlys","triphylla","","","","native","S5","",49.0037915618,-123.5664349794,"",NA,NA,83606641
"10215","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9280116186,-123.4673441203,"",NA,NA,84073773
"10216","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.93085471,-123.46792427,"",NA,NA,84340337
"10217","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9282713228,-123.467714633,"",NA,NA,84375740
"10218","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9274705132,-123.4684516399,"",NA,NA,84485657
"10219","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9277527733,-123.4639745951,"",NA,NA,84582509
"10220","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9293366667,-123.47248,"",NA,NA,84593018
"10221","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9277216667,-123.4683833333,"",NA,NA,84634945
"10222","Achlys triphylla","Achlys","triphylla","","","","native","S5","",49.00366945,-123.5679466667,"",NA,NA,85685570
"10223","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8743133333,-123.3196833333,"",NA,NA,86360316
"10224","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.92938833,-123.45053,"",NA,NA,87486379
"10225","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9772222222,-123.5542833333,"",NA,NA,89513173
"10226","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9770633333,-123.5541566667,"",NA,NA,89513178
"10227","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9489111111,-123.4823055556,"",NA,NA,91588660
"10228","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.994635,-123.56289,"",NA,NA,94679733
"10229","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9945337481,-123.5628003669,"",NA,NA,94679739
"10230","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9941981259,-123.5561658655,"",NA,NA,94679770
"10231","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9870983333,-123.54839,"",NA,NA,100641827
"10232","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.871963,-123.346728,"",NA,NA,109463259
"10233","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.87873,-123.34116333,"",NA,NA,109597040
"10234","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9505132957,-123.4926203228,"",NA,NA,117325528
"10235","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8762428593,-123.371536758,"",NA,NA,118608396
"10236","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8693366667,-123.34343,"",NA,NA,120702208
"10237","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.888265,-123.3363333333,"",NA,NA,121538490
"10238","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8628466667,-123.3504633333,"",NA,NA,121538575
"10239","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9157995,-123.42032992,"",NA,NA,121638302
"10240","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.945045,-123.47937,"",NA,NA,121964069
"10241","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8629830112,-123.3506011448,"",NA,NA,122258255
"10242","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8628437841,-123.351224597,"",NA,NA,122258268
"10243","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.9851054579,-123.5558019245,"",NA,NA,126719234
"10244","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.8768,-123.3677666667,"",NA,NA,129586011
"10245","Achlys triphylla","Achlys","triphylla","","","","native","S5","",48.876465,-123.3676033333,"",NA,NA,129778455
"10246","Achlys triphylla","Achlys","triphylla","","","","native","S5","",49.011475,-123.5743416667,"",NA,NA,137666046
"10247","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.930394,-123.474998,"",NA,NA,2566238
"10248","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.929041,-123.471479,"",NA,NA,2566468
"10249","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.930338,-123.474784,"",NA,NA,2580313
"10250","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.926221,-123.465428,"",NA,NA,2585119
"10251","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.872198,-123.311555,"",NA,NA,2677426
"10252","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87186,-123.311706,"",NA,NA,2677454
"10253","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.934178,-123.489096,"",NA,NA,2738378
"10254","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.898838,-123.407603,"",NA,NA,2742982
"10255","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871738,-123.311234,"",NA,NA,2744676
"10256","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871964,-123.311062,"",NA,NA,2744846
"10257","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.923647,-123.441472,"",NA,NA,2810421
"10258","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.867549,-123.339915,"",NA,NA,3040913
"10259","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.89695,-123.406677,"",NA,NA,3310590
"10260","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.932486,-123.483839,"",NA,NA,3317489
"10261","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.952108,-123.519148,"",NA,NA,3556279
"10262","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.952108,-123.519148,"",NA,NA,3556716
"10263","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.927855,-123.4708333333,"",NA,NA,3637762
"10264","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87209,-123.311577,"",NA,NA,5153105
"10265","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8687533333,-123.38572,"",NA,NA,5591803
"10266","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9066208252,-123.3580112457,"",NA,NA,5646946
"10267","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.927088,-123.46633,"",NA,NA,5850444
"10268","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8720823,-123.3122892,"",NA,NA,6425055
"10269","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9175,-123.3969633333,"",NA,NA,11577681
"10270","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8676033333,-123.3390116667,"",NA,NA,13973315
"10271","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9265888889,-123.4688111111,"",NA,NA,16152477
"10272","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9110716667,-123.3955683333,"",NA,NA,21543545
"10273","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870317,-123.319855,"",NA,NA,21997167
"10274","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0133152467,-123.572630373,"",NA,NA,24497675
"10275","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9002194444,-123.4070888889,"",NA,NA,24672698
"10276","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87188311,-123.31030767,"",NA,NA,24689209
"10277","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871625,-123.3107527778,"",NA,NA,24697687
"10278","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9576916667,-123.5419916667,"",NA,NA,24699196
"10279","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8990388889,-123.4075916667,"",NA,NA,24701206
"10280","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8954972222,-123.4100277778,"",NA,NA,24701238
"10281","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8935555556,-123.4059666667,"",NA,NA,24701325
"10282","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8718305556,-123.3106916667,"",NA,NA,24701383
"10283","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8720205892,-123.311627051,"",NA,NA,24712278
"10284","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8721632073,-123.3116790188,"",NA,NA,24712422
"10285","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0135592315,-123.5732900589,"",NA,NA,24714318
"10286","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8718564811,-123.31273991,"",NA,NA,24743621
"10287","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.85954,-123.35316,"",NA,NA,24768149
"10288","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8716,-123.3115611111,"",NA,NA,24806548
"10289","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8989008917,-123.4076538217,"",NA,NA,24937031
"10290","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8727488509,-123.3134005779,"",NA,NA,25199343
"10291","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8725337713,-123.3129083087,"",NA,NA,25199449
"10292","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8993950887,-123.407351738,"",NA,NA,25200265
"10293","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9003305556,-123.4073944444,"",NA,NA,25542470
"10294","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8937388889,-123.4066166667,"",NA,NA,25655429
"10295","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.95273,-123.5334716667,"",NA,NA,28440138
"10296","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8938978813,-123.4065134209,"",NA,NA,32120951
"10297","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8998867424,-123.407600292,"",NA,NA,39195651
"10298","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9392886649,-123.5009798987,"",NA,NA,39973096
"10299","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8848490661,-123.3219368934,"",NA,NA,40412981
"10300","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9140416667,-123.3874083333,"",NA,NA,42682010
"10301","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8657615406,-123.3371909932,"",NA,NA,43253070
"10302","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.926705,-123.4671166667,"",NA,NA,45034941
"10303","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.93828667,-123.499695,"",NA,NA,49133945
"10304","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.931330102,-123.4875871518,"",NA,NA,53377536
"10305","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9272445257,-123.4683431422,"",NA,NA,53381035
"10306","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0137766667,-123.57379,"",NA,NA,57127987
"10307","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0131466667,-123.5728783333,"",NA,NA,57128007
"10308","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9576033333,-123.530845,"",NA,NA,68129887
"10309","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.01387399,-123.57364549,"",NA,NA,72230063
"10310","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9386683333,-123.5002133333,"",NA,NA,72321426
"10311","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9386966667,-123.5000433333,"",NA,NA,72321433
"10312","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.92692414,-123.46576131,"",NA,NA,84242468
"10313","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9273706049,-123.4645911653,"",NA,NA,84269497
"10314","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.897883,-123.400917,"",NA,NA,109867868
"10315","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.95266333,-123.53341667,"",NA,NA,111105965
"10316","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.897355,-123.33863,"",NA,NA,120494799
"10317","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9271277778,-123.4683583333,"",NA,NA,122225706
"10318","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0129683333,-123.57605,"",NA,NA,123934513
"10319","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870875,-123.3123033333,"",NA,NA,129444467
"10320","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870395,-123.31993,"",NA,NA,130446655
"10321","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.934341,-123.480921,"",NA,NA,2565110
"10322","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929379,-123.474076,"",NA,NA,2566245
"10323","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.928251,-123.47105,"",NA,NA,2566529
"10324","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.928251,-123.47105,"",NA,NA,2566532
"10325","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929548,-123.474226,"",NA,NA,2580319
"10326","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.92947,-123.474183,"",NA,NA,2591166
"10327","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929379,-123.468218,"",NA,NA,2629768
"10328","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.927293,-123.468733,"",NA,NA,2663682
"10329","Berberis nervosa","Berberis","nervosa","","","","native","S5","",49.006593,-123.580174,"",NA,NA,2679571
"10330","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.950978,-123.516798,"",NA,NA,2819487
"10331","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8650388889,-123.3221194444,"",NA,NA,2959399
"10332","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.919025,-123.430624,"",NA,NA,3114517
"10333","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.915652,-123.426826,"",NA,NA,3336199
"10334","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9512,-123.516369,"",NA,NA,3556161
"10335","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.939607,-123.501418,"",NA,NA,3637990
"10336","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8997658724,-123.4072995186,"",NA,NA,3700973
"10337","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.963664,-123.549628,"",NA,NA,4030133
"10338","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9062259152,-123.3606719971,"",NA,NA,5885591
"10339","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8962534026,-123.3593952656,"",NA,NA,5993205
"10340","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9279695282,-123.4707069397,"",NA,NA,6298745
"10341","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.902087,-123.445781,"",NA,NA,6505019
"10342","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.876098,-123.386035,"",NA,NA,6817964
"10343","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.94207,-123.479066,"",NA,NA,11577647
"10344","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.983659,-123.567987,"",NA,NA,11580024
"10345","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.87709,-123.34235,"",NA,NA,12631806
"10346","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.872403,-123.342645,"",NA,NA,12762534
"10347","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.877446,-123.337105,"",NA,NA,12774089
"10348","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.880411,-123.33671,"",NA,NA,12789151
"10349","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.871484,-123.337272,"",NA,NA,12792123
"10350","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.868534,-123.338467,"",NA,NA,12816598
"10351","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.880843,-123.337502,"",NA,NA,13965572
"10352","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8690051155,-123.3458258434,"",NA,NA,13972526
"10353","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8792966667,-123.3213983333,"",NA,NA,23781723
"10354","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8792816667,-123.32164,"",NA,NA,23786105
"10355","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9630694444,-123.5172111111,"",NA,NA,24665088
"10356","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9628055556,-123.5169138889,"",NA,NA,24665265
"10357","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9005888889,-123.4069833333,"",NA,NA,24676861
"10358","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9006166667,-123.4068611111,"",NA,NA,24676870
"10359","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8973277778,-123.4083638889,"",NA,NA,24677334
"10360","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8954166667,-123.4068916667,"",NA,NA,24677344
"10361","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8968305556,-123.4081416667,"",NA,NA,24677400
"10362","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8967638889,-123.4080194444,"",NA,NA,24677497
"10363","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.90078026,-123.40677216,"",NA,NA,24689797
"10364","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8717194444,-123.3123638889,"",NA,NA,24701408
"10365","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8720733333,-123.3126383333,"",NA,NA,24701541
"10366","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8721598546,-123.3128115815,"",NA,NA,24708239
"10367","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9005122707,-123.4067575448,"",NA,NA,24708624
"10368","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9014610602,-123.4043251165,"",NA,NA,24709087
"10369","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9007407506,-123.4061385469,"",NA,NA,24709336
"10370","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.900656607,-123.4067509231,"",NA,NA,24714892
"10371","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9006929007,-123.4074496386,"",NA,NA,24714931
"10372","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9004784916,-123.4068152962,"",NA,NA,24715187
"10373","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8720638889,-123.3129416667,"",NA,NA,24806470
"10374","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8721055556,-123.3127444444,"",NA,NA,24806507
"10375","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8719222222,-123.3128888889,"",NA,NA,24806715
"10376","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8720083333,-123.3129194444,"",NA,NA,24824124
"10377","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8718083333,-123.3121416667,"",NA,NA,24824160
"10378","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8961498673,-123.4095668235,"",NA,NA,24942694
