"","scientific_name","2017","2018","2023","2024","2019","2020","2021","2022","2025","2014","2016"
"1","Bombus",0.222222222222222,0.018018018018018,0.0564102564102564,0.0462962962962963,0,0,0,0,0,0,0
"2","Bombus flavidus",0,0,0,0.00925925925925926,0,0,0,0,0,0,0
"3","Bombus flavidus flavidus",0,0,0,0.0555555555555556,0,0,0,0,0,0,0
"4","Bombus flavifrons",0,0.198198198198198,0.2,0.12962962962963,0.15,0.0512820512820513,0.223214285714286,0.194174757281553,0.0833333333333333,0,0
"5","Bombus melanopygus",0.111111111111111,0.0990990990990991,0.0923076923076923,0.0925925925925926,0.05,0.205128205128205,0.0625,0.174757281553398,0.166666666666667,1,0.166666666666667
"6","Bombus mixtus",0.111111111111111,0.0810810810810811,0.0564102564102564,0.0462962962962963,0.05,0.128205128205128,0.0982142857142857,0.135922330097087,0.0833333333333333,0,0
"7","Bombus sitkensis",0,0.117117117117117,0.0871794871794872,0.148148148148148,0.266666666666667,0.17948717948718,0.0446428571428571,0.174757281553398,0.5,0,0.166666666666667
"8","Bombus vancouverensis",0,0,0.0256410256410256,0.0740740740740741,0,0.0769230769230769,0.0267857142857143,0.029126213592233,0.0833333333333333,0,0
"9","Bombus vancouverensis vancouverensis",0.333333333333333,0.333333333333333,0.338461538461538,0.342592592592593,0.166666666666667,0.230769230769231,0.294642857142857,0.184466019417476,0,0,0.166666666666667
"10","Bombus vosnesenskii",0.222222222222222,0.045045045045045,0.0923076923076923,0.0277777777777778,0.15,0.102564102564103,0.169642857142857,0.029126213592233,0,0,0
"11","Pyrobombus",0,0.108108108108108,0.0512820512820513,0.0277777777777778,0.166666666666667,0.0256410256410256,0.0803571428571429,0.0776699029126214,0.0833333333333333,0,0.5
