"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"1","Pectinatella magnifica",68103,"Pectinatella magnifica",NA,"Animalia","Bryozoa","","","Phylactolaemata","","","Plumatellida","","","","Pectinatellidae","","","Pectinatella","magnifica","iNat:16620434",48.98321,-123.555568,"2009-10-02",NA,NA,"","false","research",4
"2","Pectinatella magnifica",68103,"Pectinatella magnifica",NA,"Animalia","Bryozoa","","","Phylactolaemata","","","Plumatellida","","","","Pectinatellidae","","","Pectinatella","magnifica","iNat:16620436",48.983211,-123.555568,"2009-10-02",NA,NA,"","false","research",1
