"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","coordinateUncertaintyInMeters"
"5066","Proteoteras aesculana",228844,"Proteoteras aesculana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Tortricoidea","Tortricidae","Olethreutinae","Eucosmini","Proteoteras","aesculana","iNat:161992934",48.873039,-123.346559,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5067","Tyria jacobaeae",51781,"Tyria jacobaeae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Tyria","jacobaeae","iNat:161993108",48.873039,-123.346559,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5068","Zale minerea",205300,"Zale minerea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Erebinae","Omopterini","Zale","minerea","iNat:161993348",48.873039,-123.346559,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5069","Philodromus",56611,"Philodromus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","Philodromus","","iNat:161993935",48.870275,-123.319914,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5070","Malacosoma californica",359294,"Malacosoma californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Lasiocampinae","Lasiocampini","Malacosoma","californica","iNat:161994087",48.870777,-123.32109,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5071","Alucita montana",213109,"Alucita montana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Alucitoidea","Alucitidae","","","Alucita","montana","iNat:161994424",48.87302,-123.346551,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5072","Yponomeutidae",53553,"Yponomeutidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Yponomeutoidea","Yponomeutidae","","","","","iNat:161994554",48.87302,-123.346551,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5073","Andrena",57669,"Andrena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:162036421",48.870526,-123.320466,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5074","Coenosia",132071,"Coenosia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Muscoidea","Muscidae","Coenosiinae","Coenosiini","Coenosia","","iNat:162036630",48.870526,-123.320466,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5075","Ischnura cervula",62229,"Ischnura cervula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Zygoptera","","Coenagrionoidea","Coenagrionidae","","","Ischnura","cervula","iNat:162036856",48.870526,-123.320466,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5076","Andrena",57669,"Andrena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:162036910",48.870526,-123.320466,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5077","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162051627",48.867674,-123.339579,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5078","Callophrys gryneus plicataria",234704,"Callophrys gryneus plicataria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162051724",48.867674,-123.339579,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5079","Callophrys gryneus plicataria",234704,"Callophrys gryneus plicataria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162051859",48.867674,-123.339579,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5080","Andrena",57669,"Andrena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:162052074",48.867674,-123.339579,"2023-05-16",NA,NA,"Kevin Toomer","false",43
"5081","Neoneides",60040,"Neoneides",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Lygaeoidea","Berytidae","Berytinae","","Neoneides","","iNat:162123658",48.893397,-123.356422,"2023-05-14",NA,NA,"Christian Adler","false",4
"5082","Ectropis crepuscularia",143009,"Ectropis crepuscularia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Boarmiini","Ectropis","crepuscularia","iNat:162131078",48.873013,-123.346606,"2023-05-17",NA,NA,"Kevin Toomer","false",21
"5083","Zelotes",153636,"Zelotes",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Gnaphosoidea","Gnaphosidae","Zelotinae","","Zelotes","","iNat:162136176",48.938406,-123.499375,"2023-05-17",NA,NA,"Myung Jin (John) Kang","false",NA
"5084","Anthaxia",173113,"Anthaxia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Anthaxiini","Anthaxia","","iNat:162136861",48.928612,-123.473908,"2023-05-16",NA,NA,"Myung Jin (John) Kang","false",NA
"5085","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:162137443",48.929314,-123.474981,"2023-05-16",NA,NA,"Myung Jin (John) Kang","false",NA
"5086","Psyllobora vigintimaculata",118967,"Psyllobora vigintimaculata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Halyziini","Psyllobora","vigintimaculata","iNat:162146229",48.993095,-123.577397,"2023-05-17",NA,NA,"","false",1466
"5087","Sabulodes aegrotata",55467,"Sabulodes aegrotata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","","Sabulodes","aegrotata","iNat:162148381",48.872997,-123.346645,"2023-05-17",NA,NA,"Kevin Toomer","false",43
"5088","Panthea virginarius",226911,"Panthea virginarius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Pantheinae","","Panthea","virginarius","iNat:162148483",48.872997,-123.346645,"2023-05-17",NA,NA,"Kevin Toomer","false",43
"5089","Smerinthus ophthalmica",486567,"Smerinthus ophthalmica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Bombycoidea","Sphingidae","Smerinthinae","Smerinthini","Smerinthus","ophthalmica","iNat:162148661",48.872997,-123.346645,"2023-05-17",NA,NA,"Kevin Toomer","false",43
"5090","Tyria jacobaeae",51781,"Tyria jacobaeae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Tyria","jacobaeae","iNat:162148781",48.872997,-123.346645,"2023-05-17",NA,NA,"Kevin Toomer","false",43
"5091","Drepana bilineata",205204,"Drepana bilineata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Drepanoidea","Drepanidae","Drepaninae","Drepanini","Drepana","bilineata","iNat:162148867",48.872997,-123.346645,"2023-05-17",NA,NA,"Kevin Toomer","false",43
"5092","Calyptratae",342767,"Calyptratae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","","","","","","iNat:162152662",48.939869,-123.501229,"2023-05-17",NA,NA,"Myung Jin (John) Kang","false",NA
"5093","Trachykele blondeli blondeli",455267,"Trachykele blondeli blondeli",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Buprestini","Trachykele","blondeli","iNat:162174485",48.89318,-123.35623,"2023-05-17",NA,NA,"Christian Adler","false",17
"5094","Pieris rapae",55626,"Pieris rapae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Pieridae","Pierinae","Pierini","Pieris","rapae","iNat:162215894",48.860126,-123.355282,"2023-05-17",NA,NA,"Dave Zeuss Cochrane","false",NA
"5095","Alucita montana",213109,"Alucita montana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Alucitoidea","Alucitidae","","","Alucita","montana","iNat:162216114",48.88908,-123.383489,"2023-05-16",NA,NA,"Dave Zeuss Cochrane","false",NA
"5096","Erynnis propertius",59187,"Erynnis propertius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Pyrginae","Erynnini","Erynnis","propertius","iNat:162216347",48.860066,-123.355222,"2023-05-17",NA,NA,"Dave Zeuss Cochrane","false",NA
"5097","Limenitis lorquini",50880,"Limenitis lorquini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Limenitidinae","Limenitidini","Limenitis","lorquini","iNat:162216356",48.927994,-123.453269,"2023-05-17",NA,NA,"","false",NA
"5098","Pero behrensaria",227513,"Pero behrensaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Odontoperini","Pero","behrensaria","iNat:162216549",48.88908,-123.383489,"2023-05-16",NA,NA,"Dave Zeuss Cochrane","false",NA
"5099","Limenitis lorquini",50880,"Limenitis lorquini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Limenitidinae","Limenitidini","Limenitis","lorquini","iNat:162217936",48.910434,-123.381743,"2023-05-17",NA,NA,"Christelle Mailhe","false",NA
"5100","Cladara limitaria",217054,"Cladara limitaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Trichopterygini","Cladara","limitaria","iNat:162327899",48.873063,-123.346645,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5101","Hydriomena",68651,"Hydriomena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Hydriomenini","Hydriomena","","iNat:162328889",48.873046,-123.346586,"2023-05-18",NA,NA,"Kevin Toomer","false",43
"5102","Rheumaptera meadii",1378524,"Rheumaptera meadii",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Rheumapterini","Rheumaptera","meadii","iNat:162329059",48.873046,-123.346586,"2023-05-18",NA,NA,"Kevin Toomer","false",43
"5103","Plagodis phlogosaria",205241,"Plagodis phlogosaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Anagogini","Plagodis","phlogosaria","iNat:162329363",48.873046,-123.346586,"2023-05-18",NA,NA,"Kevin Toomer","false",43
"5104","Eulia ministrana",219735,"Eulia ministrana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Tortricoidea","Tortricidae","Tortricinae","Cochylini","Eulia","ministrana","iNat:162329462",48.873046,-123.346586,"2023-05-18",NA,NA,"Kevin Toomer","false",43
"5105","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162373063",48.867429,-123.338749,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5106","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162373272",48.867429,-123.338749,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5107","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162373410",48.867429,-123.338749,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5108","Insecta",47158,"Insecta",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","","","","","","","","","","","","iNat:162378442",48.99312,-123.577753,"2023-05-18",NA,NA,"","false",9
"5109","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162402089",48.867388,-123.338339,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5110","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162402149",48.867388,-123.338339,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5111","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162402281",48.867388,-123.338339,"2023-05-18",NA,NA,"Kevin Toomer","false",87
"5112","Chrysopini",209849,"Chrysopini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Neuroptera","Hemerobiiformia","","","Chrysopidae","Chrysopinae","Chrysopini","","","iNat:162423486",48.933344,-123.479694,"2023-05-18",NA,NA,"Myung Jin (John) Kang","false",NA
"5113","Ixodes pacificus",60599,"Ixodes pacificus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","Acari","Parasitiformes","Ixodida","","","","Ixodidae","","","Ixodes","pacificus","iNat:162424031",48.933213,-123.479927,"2023-05-18",NA,NA,"Myung Jin (John) Kang","false",NA
"5114","Phyllodesma americana",201281,"Phyllodesma americana",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Lasiocampinae","Gastropachini","Phyllodesma","americana","iNat:162466120",48.873011,-123.346602,"2023-05-19",NA,NA,"Kevin Toomer","false",43
"5115","Tetracis cervinaria",232396,"Tetracis cervinaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Ennomini","Tetracis","cervinaria","iNat:162466222",48.873011,-123.346602,"2023-05-19",NA,NA,"Kevin Toomer","false",43
"5116","Tyria jacobaeae",51781,"Tyria jacobaeae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Tyria","jacobaeae","iNat:162466325",48.873011,-123.346602,"2023-05-19",NA,NA,"Kevin Toomer","false",43
"5117","Platyptilia carduidactylus",319034,"Platyptilia carduidactylus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pterophoroidea","Pterophoridae","Pterophorinae","Platyptiliini","Platyptilia","carduidactylus","iNat:162466422",48.873011,-123.346602,"2023-05-19",NA,NA,"Kevin Toomer","false",43
"5118","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:162482546",48.930504,-123.466894,"2023-05-18",NA,NA,"Myung Jin (John) Kang","false",NA
"5119","Dicerca sexualis",455248,"Dicerca sexualis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Chrysochroinae","Dicercini","Dicerca","sexualis","iNat:162553861",48.86679,-123.335478,"2023-05-19",NA,NA,"Kevin Toomer","false",43
"5120","Prosternon bombycinum",456412,"Prosternon bombycinum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Dendrometrinae","Prosternini","Prosternon","bombycinum","iNat:162555450",48.866851,-123.336139,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5121","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162560495",48.866685,-123.335052,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5122","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162560579",48.866685,-123.335052,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5123","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162560672",48.866685,-123.335052,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5124","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162560828",48.867239,-123.338044,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5125","Melanthaxia",492141,"Melanthaxia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Anthaxiini","Anthaxia","","iNat:162561005",48.867239,-123.338044,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5126","Callophrys gryneus",84239,"Callophrys gryneus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Callophrys","gryneus","iNat:162561080",48.867239,-123.338044,"2023-05-19",NA,NA,"Kevin Toomer","false",87
"5127","Aradus",322578,"Aradus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Aradoidea","Aradidae","Aradinae","","Aradus","","iNat:162583417",48.889072,-123.383416,"2023-05-19",NA,NA,"Dave Zeuss Cochrane","false",NA
"5128","Agulla",60053,"Agulla",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Raphidioptera","","","","Raphidiidae","Raphidiinae","Agullini","Agulla","","iNat:162583456",48.889159,-123.383569,"2023-05-19",NA,NA,"Dave Zeuss Cochrane","false",NA
"5129","Philodromus dispar",227754,"Philodromus dispar",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","Philodromus","dispar","iNat:162583655",48.889177,-123.383617,"2023-05-19",NA,NA,"Dave Zeuss Cochrane","false",NA
"5130","Andrena",57669,"Andrena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:162588132",48.928499,-123.468098,"2023-05-19",NA,NA,"Myung Jin (John) Kang","false",NA
"5131","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:162659485",48.928467,-123.468415,"2023-05-19",NA,NA,"Myung Jin (John) Kang","false",NA
"5132","Syrphini",121991,"Syrphini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Syrphinae","Syrphini","","","iNat:162659967",48.928485,-123.468373,"2023-05-19",NA,NA,"Myung Jin (John) Kang","false",NA
"5133","Polygonia satyrus",56644,"Polygonia satyrus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Nymphalinae","Nymphalini","Polygonia","satyrus","iNat:162684528",48.873247,-123.346631,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5134","Philodromus",56611,"Philodromus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","Philodromus","","iNat:162684731",48.872979,-123.346502,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5135","Hydriomena",68651,"Hydriomena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Hydriomenini","Hydriomena","","iNat:162684856",48.872979,-123.346502,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5136","Panthea virginarius",226911,"Panthea virginarius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Pantheinae","","Panthea","virginarius","iNat:162685136",48.872979,-123.346502,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5137","Melanolophia imitata",224588,"Melanolophia imitata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Melanolophiini","Melanolophia","imitata","iNat:162685283",48.872979,-123.346502,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5138","Pero behrensaria",227513,"Pero behrensaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Odontoperini","Pero","behrensaria","iNat:162685502",48.872979,-123.346502,"2023-05-19",NA,NA,"Kevin Toomer","false",NA
"5139","Nymphalis antiopa",56832,"Nymphalis antiopa",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Nymphalinae","Nymphalini","Nymphalis","antiopa","iNat:162749132",48.866913,-123.31438,"2023-05-20",NA,NA,"","false",22
"5140","Philodromus dispar",227754,"Philodromus dispar",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","Philodromus","dispar","iNat:162749553",48.866817,-123.314642,"2023-05-20",NA,NA,"","false",22
"5141","Malacosoma californica",359294,"Malacosoma californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Lasiocampinae","Lasiocampini","Malacosoma","californica","iNat:162776158",48.91362,-123.392678,"2023-05-20",NA,NA,"","false",35
"5142","Pentatomidae",47742,"Pentatomidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","","","","","iNat:162776240",48.914222,-123.388953,"2023-05-20",NA,NA,"","false",35
